0,0
0,0
7.4468,0
26.596,0
45.745,0
57.447,0
62.766,0
67.021,0
76.596,0
79.787,0
87.234,0
101.12,0
112.33,0.99731
126.91,1.3298
145.97,0.99731
159.43,0.99731
177.37,1.3298
189.71,1.9946
203.2,1.9946
215.67,2.3271
223.61,2.6595
225.88,2.9919
230.41,3.3244
234.95,4.3217
233.82,4.6541
230.41,4.9866
230.41,4.9866
228.15,5.319
231.55,5.6514
233.82,6.3163
238.35,7.3136
239.49,6.9812
246.29,7.9785
251.96,8.3109
259.9,9.3083
264.43,9.9731
265.57,10.306
270.11,11.635
271.24,11.303
276.91,11.303
279.18,11.968
280.31,13.962
283.71,14.627
283.71,14.96
282.58,15.625
291.65,14.627
283.71,15.292
284.85,16.289
297.32,16.954
296.19,16.622
293.92,16.622
300.88,19.281
311.84,18.617
313.22,18.617
325.56,20.611
325.56,21.941
336.53,23.271
340.64,20.611
337.9,22.938
340.64,23.271
348.87,23.603
344.75,23.603
347.49,23.271
347.49,23.271
352.98,25.598
362.58,25.93
366.69,26.263
372.18,24.933
372.18,24.6
365.32,24.6
372.18,25.265
369.43,25.598
369.43,25.265
372.18,24.268
366.69,25.265
377.66,26.927
390,26.263
395.48,25.598
402.43,23.603
402.43,25.265
399.6,25.598
398.23,25.93
394.11,24.6
392.74,26.927
401.01,26.927
408.13,26.263
412.4,27.592
418.09,25.93
425.21,27.26
420.94,26.263
428.06,25.598
430.91,26.595
438.03,27.26
435.18,27.592
432.33,28.257
435.18,28.922
442.3,28.257
438.03,29.255
439.45,27.925
446.57,27.592
449.42,25.598
452.27,27.592
447.99,26.595
455.11,29.255
460.81,28.59
459.38,28.59
456.54,27.925
453.69,30.917
457.96,30.252
456.54,30.584
452.27,27.26
449.42,26.927
455.11,26.263
455.11,27.925
459.38,26.927
460.81,27.592
457.96,29.587
463.66,28.922
462.23,29.919
459.38,28.257
463.66,28.257
469.35,27.592
476.47,28.59
477.89,27.26
483.59,29.255
492.13,30.252
486.44,31.249
476.47,28.59
487.86,29.919
493.56,28.59
492.13,29.587
492.13,29.587
497.83,30.252
496.4,28.257
490.71,31.249
486.44,31.582
487.86,31.249
487.86,29.919
490.71,28.59
490.71,28.59
497.83,28.59
487.86,27.592
480.74,31.249
483.59,32.579
476.47,29.919
455.11,31.914
463.66,28.59
460.81,26.927
453.69,28.257
455.11,30.917
452.27,31.249
447.99,29.587
436.6,32.579
422.36,33.576
385.89,31.914
387.26,29.587
390,27.592
370.8,27.925
369.43,28.922
358.46,30.252
350.24,28.922
340.64,29.919
331.04,26.927
306.36,27.592
296.19,28.257
296.19,26.927
278.04,27.925
270.11,25.265
258.76,25.598
251.96,23.271
237.22,24.268
228.15,24.268
220.21,22.938
206.6,23.936
196.43,20.279
188.58,19.614
179.61,18.949
170.64,18.617
160.55,17.952
147.1,17.952
135.88,17.952
123.55,15.957
112.33,15.625
102.24,15.292
89.362,12.965
78.723,13.298
70.213,11.968
58.511,11.968
51.064,11.968
45.745,10.306
40.426,9.9731
30.851,10.638
25.532,8.6434
24.468,8.6434
24.468,8.3109
23.404,4.9866
21.277,4.3217
19.149,4.6541
19.149,3.9893
19.149,3.3244
18.085,3.3244
18.085,3.3244
17.021,3.3244
15.957,3.3244
14.894,3.3244
14.894,2.9919
13.83,2.9919
12.766,2.6595
10.638,2.9919
7.4468,2.6595
7.4468,2.3271
6.383,1.9946
4.2553,1.9946
4.2553,1.9946
2.1277,2.3271
0,1.6622
0,0
