0,0
0,0
9.5745,0
34.043,0
50,0
56.383,0
65.957,0
70.213,0
77.66,0
87.234,0
94.681,0
106.73,0
122.43,0
137,0
153.82,0
171.76,0
187.46,0
202.06,0
213.4,0
227.01,0.33244
229.28,0.33244
239.49,0.66488
240.62,0.99731
245.16,1.6622
244.02,1.9946
241.75,2.6595
241.75,2.6595
242.89,2.9919
240.62,2.9919
244.02,3.9893
251.96,4.6541
256.5,5.319
259.9,5.6514
265.57,5.9839
272.37,6.3163
280.31,7.9785
280.31,7.9785
283.71,7.6461
283.71,8.3109
288.25,9.3083
298.46,11.635
293.92,11.303
291.65,10.97
293.92,10.638
282.58,10.638
282.58,10.306
287.12,10.638
290.52,11.635
297.32,13.63
302.25,14.96
306.36,15.292
304.99,14.295
307.73,13.298
315.96,13.962
310.47,14.96
313.22,15.957
315.96,16.289
321.44,15.957
325.56,15.625
324.18,16.622
325.56,15.625
322.81,16.289
328.3,17.619
335.15,17.619
340.64,18.284
339.27,18.949
336.53,18.617
336.53,19.614
339.27,18.284
333.78,18.284
339.27,19.281
336.53,17.287
342.01,19.281
343.38,20.279
344.75,20.944
351.61,19.614
352.98,16.954
350.24,18.949
342.01,18.284
344.75,19.946
337.9,18.284
337.9,19.614
325.56,17.952
336.53,19.946
343.38,19.946
358.46,22.273
365.32,21.608
363.95,19.614
362.58,18.617
359.83,18.284
362.58,21.276
372.18,22.273
376.29,22.938
363.95,19.614
379.03,21.941
394.11,22.273
398.23,24.6
392.74,25.265
396.86,24.6
399.6,22.606
402.43,20.944
402.43,23.271
406.7,23.936
399.6,23.603
390,24.6
392.74,22.606
405.28,24.933
399.6,21.276
394.11,22.938
409.55,25.598
408.13,22.606
418.09,23.936
410.97,24.6
416.67,25.265
413.82,25.265
412.4,24.268
396.86,21.276
402.43,21.276
413.82,21.608
412.4,21.608
418.09,21.276
416.67,21.608
410.97,22.273
420.94,23.936
420.94,23.603
425.21,25.93
430.91,27.925
416.67,25.265
425.21,24.6
430.91,25.598
428.06,21.608
432.33,22.606
435.18,22.938
439.45,21.941
443.72,21.608
450.84,23.271
449.42,23.936
445.15,24.268
446.57,23.936
449.42,23.603
443.72,22.606
436.6,23.936
428.06,23.603
436.6,24.6
422.36,24.933
406.7,23.603
390,25.598
384.52,25.265
402.43,24.6
385.89,23.936
381.77,25.598
392.74,27.26
358.46,24.6
363.95,24.268
368.06,23.603
339.27,24.933
333.78,28.59
314.59,25.93
293.92,26.263
284.85,30.252
261.03,25.265
245.16,26.927
237.22,24.268
232.68,21.276
208.87,21.941
208.87,21.276
187.46,22.606
190.83,20.611
181.86,22.938
156.07,17.287
161.67,15.957
149.34,15.625
147.1,13.298
135.88,13.63
123.55,12.633
117.94,12.633
103.36,12.633
96.809,11.968
85.106,11.968
80.851,10.97
70.213,12.3
63.83,13.63
57.447,11.303
50,8.9758
44.681,8.6434
38.298,6.9812
30.851,6.9812
26.596,6.3163
21.277,5.9839
20.213,3.6568
19.149,2.9919
20.213,3.6568
18.085,1.9946
15.957,0.99731
14.894,1.3298
14.894,1.6622
15.957,0.99731
13.83,0.99731
11.702,2.3271
10.638,2.3271
9.5745,2.6595
7.4468,2.3271
7.4468,1.3298
6.383,0.66488
4.2553,0.33244
2.1277,0.66488
1.0638,0
1.0638,0
1.0638,0
1.0638,0
0,0
