0,0
0,0
7.4468,0
29.787,0
47.872,0
57.447,0
65.957,0
71.277,0
78.723,0
85.106,0.33244
88.298,0.33244
102.24,0.33244
115.7,0.66488
129.15,0.66488
147.1,0.66488
160.55,0.66488
177.37,0.66488
193.07,1.3298
207.73,1.6622
217.94,1.9946
225.88,2.3271
232.68,2.6595
238.35,3.3244
237.22,3.3244
239.49,4.3217
240.62,4.3217
237.22,3.9893
237.22,4.6541
238.35,5.319
241.75,5.6514
245.16,6.6488
250.83,6.9812
253.09,7.6461
258.76,7.3136
265.57,8.6434
268.97,9.6407
273.51,10.306
275.78,10.97
281.45,11.635
276.91,11.635
282.58,11.968
276.91,12.3
275.78,12.633
278.04,13.63
276.91,13.63
276.91,13.63
280.31,13.63
282.58,14.295
291.65,16.289
296.19,17.952
302.25,18.617
307.73,18.949
314.59,18.284
315.96,17.952
313.22,17.952
326.93,17.952
326.93,18.617
320.07,17.952
326.93,19.614
335.15,21.941
332.41,21.608
339.27,21.941
336.53,20.944
332.41,21.276
340.64,20.944
340.64,21.276
342.01,21.941
348.87,22.606
346.12,22.606
351.61,21.941
361.21,22.273
363.95,23.271
365.32,23.603
368.06,23.603
358.46,21.941
355.72,21.941
359.83,22.938
366.69,23.603
369.43,23.603
381.77,24.268
388.63,22.938
376.29,22.606
373.55,23.603
383.14,25.265
373.55,23.936
374.92,25.265
387.26,23.603
384.52,22.938
387.26,23.603
395.48,23.936
392.74,23.271
401.01,24.6
412.4,24.6
409.55,25.265
413.82,24.933
412.4,25.265
412.4,24.6
420.94,26.595
423.79,25.265
422.36,25.93
422.36,24.933
429.48,23.936
435.18,23.936
445.15,25.265
447.99,25.93
443.72,25.265
449.42,25.93
452.27,25.265
457.96,24.933
463.66,24.933
465.08,24.933
455.11,25.93
453.69,26.595
445.15,27.26
450.84,26.263
450.84,25.265
446.57,23.936
442.3,25.93
446.57,26.263
447.99,26.263
440.87,27.925
438.03,27.925
443.72,25.93
432.33,24.268
442.3,22.938
446.57,26.263
455.11,26.263
453.69,26.927
457.96,25.598
467.93,25.265
466.5,24.268
459.38,25.93
460.81,27.26
473.62,26.595
477.89,26.927
475.05,25.93
465.08,25.598
459.38,25.93
459.38,27.26
462.23,26.263
467.93,25.598
465.08,26.927
466.5,26.263
476.47,27.925
460.81,27.26
453.69,27.592
453.69,27.592
438.03,27.925
433.76,27.592
428.06,27.925
420.94,27.592
416.67,29.587
409.55,28.922
399.6,28.59
383.14,28.257
374.92,27.592
372.18,27.26
357.09,28.59
357.09,28.922
350.24,29.255
324.18,27.925
309.1,27.592
299.59,27.26
287.12,27.925
276.91,27.26
268.97,25.265
254.23,24.6
247.42,22.606
234.95,25.265
220.21,23.603
211.14,23.936
199.8,22.938
189.71,19.614
172.89,19.946
165.04,18.949
152.7,18.284
143.73,17.619
137,16.289
126.91,16.954
116.82,16.622
107.85,17.952
98.936,14.295
91.489,12.965
85.106,10.97
76.596,10.306
69.149,10.97
60.638,12.3
53.192,9.3083
46.809,8.6434
44.681,8.6434
39.362,8.3109
34.043,7.9785
29.787,8.3109
25.532,6.3163
23.404,4.6541
25.532,5.6514
22.34,5.6514
20.213,5.319
18.085,4.9866
15.957,4.6541
15.957,3.9893
15.957,5.319
15.957,4.9866
12.766,5.319
12.766,3.3244
10.638,2.9919
7.4468,3.6568
8.5106,4.3217
5.3192,3.9893
2.1277,4.3217
3.1915,3.9893
3.1915,4.3217
1.0638,2.3271
3.1915,1.3298
1.0638,1.6622
0,1.6622
0,0
